"ori","des","N","dY","dX","oY","oX","Geom","no_flow"
"IT","MZ",3,-17.150674,35.55005,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 35.55005 -17.150674)",FALSE
"IT","PA",1,-23.204148,-58.4005,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -58.4005 -23.204148)",FALSE
"IT","PE",4,-9.105875,-74.248066,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -74.248066 -9.105875)",FALSE
"IT","PM",1,8.512146,-80.106346,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -80.106346 8.512146)",FALSE
"IT","RP",2,7.68736,125.239651,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 125.239651 7.68736)",FALSE
"IT","SF",4,-28.897525,25.150852,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 25.150852 -28.897525)",FALSE
"IT","SI",4,46.122065,14.814602,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 14.814602 46.122065)",FALSE
"IT","SO",3,5.157084,46.805111,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 46.805111 5.157084)",FALSE
"IT","SP",2,40.133542,-3.691117,42.65398,12.169901,"LINESTRING (12.169901 42.65398, -3.691117 40.133542)",FALSE
"IT","SU",2,15.978381,29.940731,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 29.940731 15.978381)",FALSE
"IT","SY",1,35.005108,38.503815,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 38.503815 35.005108)",FALSE
"IT","TS",1,34.071384,9.578169,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 9.578169 34.071384)",FALSE
"IT","YA",1,44.208576,20.793015,42.65398,12.169901,"LINESTRING (12.169901 42.65398, 20.793015 44.208576)",FALSE
"JA","BM",1,21.016193,96.3815,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 96.3815 21.016193)",FALSE
"JA","BP",4,-9.59822,160.148529,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 160.148529 -9.59822)",FALSE
"JA","BR",3,-10.444019,-52.852381,43.447342,143.336291,"LINESTRING (143.336291 43.447342, -52.852381 -10.444019)",FALSE
"JA","CE",2,7.619297,80.691867,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 80.691867 7.619297)",FALSE
"JA","CH",70,35.77948,102.767804,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 102.767804 35.77948)",FALSE
"JA","CQ",2,14.155695,145.211944,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 145.211944 14.155695)",FALSE
"JA","FM",1,6.884862,158.240068,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 158.240068 6.884862)",FALSE
"JA","GQ",1,13.443341,144.776754,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 144.776754 13.443341)",FALSE
"JA","ID",55,0.111431,113.317216,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 113.317216 0.111431)",FALSE
"JA","IN",5,22.6238,79.327954,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 79.327954 22.6238)",FALSE
"JA","IR",1,32.402698,54.357157,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 54.357157 32.402698)",FALSE
"JA","JA",187,43.447342,143.336291,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 143.336291 43.447342)",TRUE
"JA","KN",3,40.108365,127.107414,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 127.107414 40.108365)",FALSE
"JA","KS",4,36.337038,127.770641,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 127.770641 36.337038)",FALSE
"JA","KZ",3,47.939522,67.088765,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 67.088765 47.939522)",FALSE
"JA","LA",2,18.465456,103.751781,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 103.751781 18.465456)",FALSE
"JA","MY",3,3.993543,102.062237,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 102.062237 3.993543)",FALSE
"JA","NP",11,28.249162,83.962653,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 83.962653 28.249162)",FALSE
"JA","PM",1,8.512146,-80.106346,43.447342,143.336291,"LINESTRING (143.336291 43.447342, -80.106346 8.512146)",FALSE
"JA","PP",77,-6.468739,145.203186,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 145.203186 -6.468739)",FALSE
"JA","PS",1,7.529028,134.557224,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 134.557224 7.529028)",FALSE
"JA","RP",2,7.68736,125.239651,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 125.239651 7.68736)",FALSE
"JA","RS",2,60.036139,93.054322,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 93.054322 60.036139)",FALSE
"JA","SW",1,62.269809,16.290115,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 16.290115 62.269809)",FALSE
"JA","TH",4,15.055519,100.901457,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 100.901457 15.055519)",FALSE
"JA","TU",1,39.026955,35.170149,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 35.170149 39.026955)",FALSE
"JA","TW",12,23.74721,120.946531,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 120.946531 23.74721)",FALSE
"JA","VM",1,15.923516,107.872884,43.447342,143.336291,"LINESTRING (143.336291 43.447342, 107.872884 15.923516)",FALSE
"KS","KS",2,36.337038,127.770641,36.337038,127.770641,"LINESTRING (127.770641 36.337038, 127.770641 36.337038)",TRUE
"KZ","KZ",1,47.939522,67.088765,47.939522,67.088765,"LINESTRING (67.088765 47.939522, 67.088765 47.939522)",TRUE
"MX","CS",4,9.969691,-84.190304,23.759385,-102.026773,"LINESTRING (-102.026773 23.759385, -84.190304 9.969691)",FALSE
"MX","EC",1,-1.426872,-78.761056,23.759385,-102.026773,"LINESTRING (-102.026773 23.759385, -78.761056 -1.426872)",FALSE
"MX","GT",2,15.69095,-90.346473,23.759385,-102.026773,"LINESTRING (-102.026773 23.759385, -90.346473 15.69095)",FALSE
"MX","MX",37,23.759385,-102.026773,23.759385,-102.026773,"LINESTRING (-102.026773 23.759385, -102.026773 23.759385)",TRUE
"NL","AG",1,27.953982,2.679627,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 2.679627 27.953982)",FALSE
"NL","BR",1,-10.444019,-52.852381,52.252893,5.564941,"LINESTRING (5.564941 52.252893, -52.852381 -10.444019)",FALSE
"NL","CY",3,34.926484,33.002832,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 33.002832 34.926484)",FALSE
"NL","EG",3,26.493149,29.766795,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 29.766795 26.493149)",FALSE
"NL","FR",1,46.461053,2.571299,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 2.571299 46.461053)",FALSE
"NL","GR",15,38.995623,22.985108,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 22.985108 38.995623)",FALSE
"NL","GZ",2,31.914602,35.208061,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 35.208061 31.914602)",FALSE
"NL","ID",19,0.111431,113.317216,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 113.317216 0.111431)",FALSE
"NL","IN",1,22.6238,79.327954,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 79.327954 22.6238)",FALSE
"NL","IS",6,31.422503,34.654567,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 34.654567 31.422503)",FALSE
"NL","IT",1,42.65398,12.169901,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 12.169901 42.65398)",FALSE
"NL","JA",1,43.447342,143.336291,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 143.336291 43.447342)",FALSE
"NL","JO",1,31.235984,36.773091,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 36.773091 31.235984)",FALSE
"NL","KG",1,41.448422,74.523552,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 74.523552 41.448422)",FALSE
"NL","MA",1,-19.300316,46.679464,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 46.679464 -19.300316)",FALSE
"NL","MI",7,-13.197681,34.283053,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 34.283053 -13.197681)",FALSE
"NL","MO",6,31.796525,-6.33335,52.252893,5.564941,"LINESTRING (5.564941 52.252893, -6.33335 31.796525)",FALSE
"NL","NL",1,52.252893,5.564941,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 5.564941 52.252893)",TRUE
"NL","PO",1,39.558043,-8.54242,52.252893,5.564941,"LINESTRING (5.564941 52.252893, -8.54242 39.558043)",FALSE
"NL","RS",1,60.036139,93.054322,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 93.054322 60.036139)",FALSE
"NL","SF",1,-28.897525,25.150852,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 25.150852 -28.897525)",FALSE
"NL","SL",1,8.554836,-11.78959,52.252893,5.564941,"LINESTRING (5.564941 52.252893, -11.78959 8.554836)",FALSE
"NL","SP",4,40.133542,-3.691117,52.252893,5.564941,"LINESTRING (5.564941 52.252893, -3.691117 40.133542)",FALSE
"NL","SY",1,35.005108,38.503815,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 38.503815 35.005108)",FALSE
"NL","TI",1,38.516626,71.040777,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 71.040777 38.516626)",FALSE
"NL","TS",2,34.071384,9.578169,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 9.578169 34.071384)",FALSE
"NL","TU",16,39.026955,35.170149,52.252893,5.564941,"LINESTRING (5.564941 52.252893, 35.170149 39.026955)",FALSE
"NO","AG",3,27.953982,2.679627,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 2.679627 27.953982)",FALSE
"NO","AR",1,-34.506982,-64.345898,64.265625,12.281819,"LINESTRING (12.281819 64.265625, -64.345898 -34.506982)",FALSE
"NO","AS",1,-25.34506,133.758667,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 133.758667 -25.34506)",FALSE
"NO","CE",6,7.619297,80.691867,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 80.691867 7.619297)",FALSE
"NO","CG",15,-2.859606,23.612032,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 23.612032 -2.859606)",FALSE
"NO","CH",15,35.77948,102.767804,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 102.767804 35.77948)",FALSE
"NO","CM",10,5.67974,12.729506,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 12.729506 5.67974)",FALSE
"NO","CS",1,9.969691,-84.190304,64.265625,12.281819,"LINESTRING (12.281819 64.265625, -84.190304 9.969691)",FALSE
"NO","EG",4,26.493149,29.766795,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 29.766795 26.493149)",FALSE
"NO","EK",25,1.701375,10.332245,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 10.332245 1.701375)",FALSE
"NO","ET",2,8.605763,39.606219,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 39.606219 8.605763)",FALSE
"NO","GH",1,7.958571,-1.210567,64.265625,12.281819,"LINESTRING (12.281819 64.265625, -1.210567 7.958571)",FALSE
"NO","GM",1,51.020584,10.369722,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 10.369722 51.020584)",FALSE
"NO","GR",6,38.995623,22.985108,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 22.985108 38.995623)",FALSE
"NO","ID",2,0.111431,113.317216,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 113.317216 0.111431)",FALSE
"NO","IT",4,42.65398,12.169901,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 12.169901 42.65398)",FALSE
"NO","JA",2,43.447342,143.336291,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 143.336291 43.447342)",FALSE
"NO","KE",2,0.551934,37.828368,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 37.828368 0.551934)",FALSE
"NO","MA",1,-19.300316,46.679464,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 46.679464 -19.300316)",FALSE
"NO","MI",1,-13.197681,34.283053,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 34.283053 -13.197681)",FALSE
"NO","MK",1,41.590701,21.690404,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 21.690404 41.590701)",FALSE
"NO","MX",5,23.759385,-102.026773,64.265625,12.281819,"LINESTRING (12.281819 64.265625, -102.026773 23.759385)",FALSE
"NO","MZ",2,-17.150674,35.55005,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 35.55005 -17.150674)",FALSE
"NO","NI",1,9.574096,8.085675,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 8.085675 9.574096)",FALSE
"NO","NO",1,64.265625,12.281819,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 12.281819 64.265625)",TRUE
"NO","PA",34,-23.204148,-58.4005,64.265625,12.281819,"LINESTRING (12.281819 64.265625, -58.4005 -23.204148)",FALSE
"NO","PE",4,-9.105875,-74.248066,64.265625,12.281819,"LINESTRING (12.281819 64.265625, -74.248066 -9.105875)",FALSE
"NO","RS",1,60.036139,93.054322,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 93.054322 60.036139)",FALSE
"NO","SF",18,-28.897525,25.150852,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 25.150852 -28.897525)",FALSE
"NO","SG",2,14.352458,-14.465336,64.265625,12.281819,"LINESTRING (12.281819 64.265625, -14.465336 14.352458)",FALSE
"NO","SO",1,5.157084,46.805111,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 46.805111 5.157084)",FALSE
"NO","TO",3,8.524512,0.977956,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 0.977956 8.524512)",FALSE
"NO","TU",1,39.026955,35.170149,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 35.170149 39.026955)",FALSE
"NO","TW",31,23.74721,120.946531,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 120.946531 23.74721)",FALSE
"NO","TZ",38,-6.249894,34.793068,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 34.793068 -6.249894)",FALSE
"NO","US",1,42.612364,-103.195474,64.265625,12.281819,"LINESTRING (12.281819 64.265625, -103.195474 42.612364)",FALSE
"NO","WA",6,-22.049616,17.189693,64.265625,12.281819,"LINESTRING (12.281819 64.265625, 17.189693 -22.049616)",FALSE
"NZ","ET",1,8.605763,39.606219,-43.556725,171.176166,"LINESTRING (171.176166 -43.556725, 39.606219 8.605763)",FALSE
"NZ","GA",1,13.451375,-15.373106,-43.556725,171.176166,"LINESTRING (171.176166 -43.556725, -15.373106 13.451375)",FALSE
"PA","AR",38,-34.506982,-64.345898,-23.204148,-58.4005,"LINESTRING (-58.4005 -23.204148, -64.345898 -34.506982)",FALSE
"PA","BR",2,-10.444019,-52.852381,-23.204148,-58.4005,"LINESTRING (-58.4005 -23.204148, -52.852381 -10.444019)",FALSE
"PA","CI",1,-34.916246,-71.255077,-23.204148,-58.4005,"LINESTRING (-58.4005 -23.204148, -71.255077 -34.916246)",FALSE
"PA","EC",1,-1.426872,-78.761056,-23.204148,-58.4005,"LINESTRING (-58.4005 -23.204148, -78.761056 -1.426872)",FALSE
"PA","PA",3,-23.204148,-58.4005,-23.204148,-58.4005,"LINESTRING (-58.4005 -23.204148, -58.4005 -23.204148)",TRUE
"PK","AS",2,-25.34506,133.758667,29.829453,69.165485,"LINESTRING (69.165485 29.829453, 133.758667 -25.34506)",FALSE
"PL","AG",3,27.953982,2.679627,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 2.679627 27.953982)",FALSE
"PL","AJ",3,40.27771,47.52727,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 47.52727 40.27771)",FALSE
"PL","AM",1,40.288782,44.943635,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 44.943635 40.288782)",FALSE
"PL","BK",1,44.168089,17.792791,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 17.792791 44.168089)",FALSE
"PL","CH",4,35.77948,102.767804,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 102.767804 35.77948)",FALSE
"PL","CY",1,34.926484,33.002832,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 33.002832 34.926484)",FALSE
"PL","EG",1,26.493149,29.766795,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 29.766795 26.493149)",FALSE
"PL","GG",1,42.170577,43.530828,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 43.530828 42.170577)",FALSE
"PL","GR",1,38.995623,22.985108,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 22.985108 38.995623)",FALSE
"PL","HR",1,44.734106,15.415622,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 15.415622 44.734106)",FALSE
"PL","HU",2,47.157954,19.398955,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 19.398955 47.157954)",FALSE
"PL","IN",2,22.6238,79.327954,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 79.327954 22.6238)",FALSE
"PL","IR",3,32.402698,54.357157,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 54.357157 32.402698)",FALSE
"PL","IS",4,31.422503,34.654567,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 34.654567 31.422503)",FALSE
"PL","IT",1,42.65398,12.169901,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 12.169901 42.65398)",FALSE
"PL","KZ",9,47.939522,67.088765,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 67.088765 47.939522)",FALSE
"PL","LH",1,55.323628,23.910669,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 23.910669 55.323628)",FALSE
"PL","MG",3,46.727762,103.034232,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 103.034232 46.727762)",FALSE
"PL","MJ",1,42.775239,19.236594,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 19.236594 42.775239)",FALSE
"PL","MO",1,31.796525,-6.33335,52.079829,19.409935,"LINESTRING (19.409935 52.079829, -6.33335 31.796525)",FALSE
"PL","PL",2,52.079829,19.409935,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 19.409935 52.079829)",TRUE
"PL","RO",1,45.81267,24.988431,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 24.988431 45.81267)",FALSE
"PL","RS",2,60.036139,93.054322,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 93.054322 60.036139)",FALSE
"PL","SP",4,40.133542,-3.691117,52.079829,19.409935,"LINESTRING (19.409935 52.079829, -3.691117 40.133542)",FALSE
"PL","SU",2,15.978381,29.940731,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 29.940731 15.978381)",FALSE
"PL","TI",4,38.516626,71.040777,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 71.040777 38.516626)",FALSE
"PL","TU",2,39.026955,35.170149,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 35.170149 39.026955)",FALSE
"PL","TX",4,39.148054,59.226101,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 59.226101 39.148054)",FALSE
"PL","UC",1,12.19334,-68.971426,52.079829,19.409935,"LINESTRING (19.409935 52.079829, -68.971426 12.19334)",FALSE
"PL","UP",7,48.944431,31.452646,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 31.452646 48.944431)",FALSE
"PL","US",1,42.612364,-103.195474,52.079829,19.409935,"LINESTRING (19.409935 52.079829, -103.195474 42.612364)",FALSE
"PL","YM",1,15.892821,47.557714,52.079829,19.409935,"LINESTRING (19.409935 52.079829, 47.557714 15.892821)",FALSE
"PM","CO",2,3.88601,-73.008599,8.512146,-80.106346,"LINESTRING (-80.106346 8.512146, -73.008599 3.88601)",FALSE
"PM","CS",3,9.969691,-84.190304,8.512146,-80.106346,"LINESTRING (-80.106346 8.512146, -84.190304 9.969691)",FALSE
"PM","EC",5,-1.426872,-78.761056,8.512146,-80.106346,"LINESTRING (-80.106346 8.512146, -78.761056 -1.426872)",FALSE
"PM","FG",2,3.929331,-53.22693,8.512146,-80.106346,"LINESTRING (-80.106346 8.512146, -53.22693 3.929331)",FALSE
"PM","MX",1,23.759385,-102.026773,8.512146,-80.106346,"LINESTRING (-80.106346 8.512146, -102.026773 23.759385)",FALSE
"PM","PE",1,-9.105875,-74.248066,8.512146,-80.106346,"LINESTRING (-80.106346 8.512146, -74.248066 -9.105875)",FALSE
"PM","PM",4,8.512146,-80.106346,8.512146,-80.106346,"LINESTRING (-80.106346 8.512146, -80.106346 8.512146)",TRUE
"PO","PO",1,39.558043,-8.54242,39.558043,-8.54242,"LINESTRING (-8.54242 39.558043, -8.54242 39.558043)",TRUE
"RP","BH",2,17.205495,-88.687581,7.68736,125.239651,"LINESTRING (125.239651 7.68736, -88.687581 17.205495)",FALSE
"RP","CU",7,21.618309,-78.999451,7.68736,125.239651,"LINESTRING (125.239651 7.68736, -78.999451 21.618309)",FALSE
"RP","NU",1,12.839262,-85.031362,7.68736,125.239651,"LINESTRING (125.239651 7.68736, -85.031362 12.839262)",FALSE
"RS","AE",1,23.909579,54.318006,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 54.318006 23.909579)",FALSE
"RS","AF",2,33.766276,65.927368,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 65.927368 33.766276)",FALSE
"RS","AG",2,27.953982,2.679627,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 2.679627 27.953982)",FALSE
"RS","AJ",32,40.27771,47.52727,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 47.52727 40.27771)",FALSE
"RS","AM",33,40.288782,44.943635,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 44.943635 40.288782)",FALSE
"RS","AO",4,-12.251988,17.526887,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 17.526887 -12.251988)",FALSE
"RS","AS",1,-25.34506,133.758667,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 133.758667 -25.34506)",FALSE
"RS","AU",2,47.580106,14.128954,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 14.128954 47.580106)",FALSE
"RS","BE",1,50.636095,4.667856,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 4.667856 50.636095)",FALSE
"RS","BM",1,21.016193,96.3815,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 96.3815 21.016193)",FALSE
"RS","BR",1,-10.444019,-52.852381,60.036139,93.054322,"LINESTRING (93.054322 60.036139, -52.852381 -10.444019)",FALSE
"RS","CE",1,7.619297,80.691867,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 80.691867 7.619297)",FALSE
"RS","CG",1,-2.859606,23.612032,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 23.612032 -2.859606)",FALSE
"RS","CH",68,35.77948,102.767804,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 102.767804 35.77948)",FALSE
"RS","CV",2,17.055555,-25.173611,60.036139,93.054322,"LINESTRING (93.054322 60.036139, -25.173611 17.055555)",FALSE
"RS","CY",1,34.926484,33.002832,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 33.002832 34.926484)",FALSE
"RS","EG",8,26.493149,29.766795,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 29.766795 26.493149)",FALSE
"RS","ET",1,8.605763,39.606219,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 39.606219 8.605763)",FALSE
"RS","FR",7,46.461053,2.571299,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 2.571299 46.461053)",FALSE
"RS","GG",20,42.170577,43.530828,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 43.530828 42.170577)",FALSE
"RS","GM",6,51.020584,10.369722,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 10.369722 51.020584)",FALSE
"RS","GR",11,38.995623,22.985108,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 22.985108 38.995623)",FALSE
"RS","HR",1,44.734106,15.415622,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 15.415622 44.734106)",FALSE
"RS","ID",1,0.111431,113.317216,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 113.317216 0.111431)",FALSE
"RS","IN",13,22.6238,79.327954,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 79.327954 22.6238)",FALSE
"RS","IR",19,32.402698,54.357157,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 54.357157 32.402698)",FALSE
"RS","IT",10,42.65398,12.169901,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 12.169901 42.65398)",FALSE
"RS","KE",4,0.551934,37.828368,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 37.828368 0.551934)",FALSE
"RS","KG",17,41.448422,74.523552,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 74.523552 41.448422)",FALSE
"RS","KS",1,36.337038,127.770641,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 127.770641 36.337038)",FALSE
"RS","KZ",44,47.939522,67.088765,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 67.088765 47.939522)",FALSE
"RS","LY",1,26.941988,18.057588,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 18.057588 26.941988)",FALSE
"RS","MA",4,-19.300316,46.679464,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 46.679464 -19.300316)",FALSE
"RS","MG",11,46.727762,103.034232,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 103.034232 46.727762)",FALSE
"RS","MU",4,20.555258,56.046658,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 56.046658 20.555258)",FALSE
"RS","MX",2,23.759385,-102.026773,60.036139,93.054322,"LINESTRING (93.054322 60.036139, -102.026773 23.759385)",FALSE
"RS","NP",1,28.249162,83.962653,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 83.962653 28.249162)",FALSE
"RS","PL",1,52.079829,19.409935,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 19.409935 52.079829)",FALSE
"RS","RS",147,60.036139,93.054322,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 93.054322 60.036139)",TRUE
"RS","SA",2,23.969462,44.595759,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 44.595759 23.969462)",FALSE
"RS","SF",2,-28.897525,25.150852,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 25.150852 -28.897525)",FALSE
"RS","SP",1,40.133542,-3.691117,60.036139,93.054322,"LINESTRING (93.054322 60.036139, -3.691117 40.133542)",FALSE
"RS","SZ",7,46.797034,8.228015,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 8.228015 46.797034)",FALSE
"RS","TI",89,38.516626,71.040777,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 71.040777 38.516626)",FALSE
"RS","TU",6,39.026955,35.170149,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 35.170149 39.026955)",FALSE
"RS","TX",101,39.148054,59.226101,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 59.226101 39.148054)",FALSE
"RS","UC",15,12.19334,-68.971426,60.036139,93.054322,"LINESTRING (93.054322 60.036139, -68.971426 12.19334)",FALSE
"RS","UP",5,48.944431,31.452646,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 31.452646 48.944431)",FALSE
"RS","US",1,42.612364,-103.195474,60.036139,93.054322,"LINESTRING (93.054322 60.036139, -103.195474 42.612364)",FALSE
"RS","UZ",113,41.689489,63.270029,60.036139,93.054322,"LINESTRING (93.054322 60.036139, 63.270029 41.689489)",FALSE
"SA","SA",2,23.969462,44.595759,23.969462,44.595759,"LINESTRING (44.595759 23.969462, 44.595759 23.969462)",TRUE
"SF","AO",1,-12.251988,17.526887,-28.897525,25.150852,"LINESTRING (25.150852 -28.897525, 17.526887 -12.251988)",FALSE
"SF","BC",2,-22.150094,23.810434,-28.897525,25.150852,"LINESTRING (25.150852 -28.897525, 23.810434 -22.150094)",FALSE
